taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled
641736193	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Anaerofustis stercorihominis DSM 17244	Washington University in St. Louis	641736193	2284603	2381
2509276056	Bacteria	Finished	GEBA-PCC	Dactylococcopsis salina PCC 8305	DOE Joint Genome Institute (JGI)	2509276056	3781008	3685
2619619208	Bacteria	Permanent Draft	Assemblies from Premature infant gut Metagenome - UC Berkeley	Intestinibacter bartlettii DORA_8_9	"University of California, Berkeley"	2619619208	2176530	2099
2721755494	Bacteria	Finished	Microcystis aeruginosa NIES-2481 Genome sequencing	Microcystis aeruginosa NIES-2481	National Institute for Environmental Studies	2721755494	4293006	4067
2751185673	Bacteria	Finished	Genome sequencing of Planctomycetes bacterium NH11	Planctomycetes bacterium NH11	"Microorganisms, Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures"	2751185673	8920478	6717
650716050	Bacteria	Finished	Melissococcus plutonius ATCC 35311	Melissococcus plutonius ATCC 35311	ANRT	650716050	2068732	1958
649633044	Bacteria	Finished	Eubacterium limosum KIST612	Eubacterium limosum KIST612	Korean Univ	649633044	4276902	4583
2561511080	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Proteiniclasticum ruminis DSM 24773	DOE Joint Genome Institute (JGI)	2561511080	3118301	2939
649633101	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Thermaerobacter marianensis 7p75a, DSM 12885"	DOE Joint Genome Institute (JGI)	649633101	2844696	2435
2770939553	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Alkalibaculum bacchi DSM 22112	DOE Joint Genome Institute (JGI)	2770939553	3098941	2947
2585428174	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Hathewaya proteolytica DSM 3090	DOE Joint Genome Institute (JGI)	2585428174	2818024	2759
2518285549	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Allofustis seminis DSM 15817	DOE Joint Genome Institute (JGI)	2518285549	1441290	1478
2602041616	Bacteria	Permanent Draft	Draft genome sequencing of Oscillospiraceae bacterium VE202-24	Oscillospiraceae bacterium VE202-24	University of Tokyo	2602041616	3234547	3892
2751185561	Bacteria	Finished	Ezakiella massiliensis genome	Ezakiella massiliensis Marseille-P2951	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2751185561	1741785	1662
2627853647	Bacteria	Permanent Draft	Hassallia byssoidea VB512170 Genome sequencing	Hassallia byssoidea VB512170	Indian Institute of Chemical Biology	2627853647	13096531	12364
2513237357	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Helcococcus kunzii ATCC 51366	Broad Institute	2513237357	2083191	1920
649633033	Bacteria	Finished	Acetoanaerobium sticklandii DSM 519	Acetoanaerobium sticklandii DSM 519	CEA Genoscope	649633033	2715461	2688
2706794923	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Anoxynatronum buryatiense Su22	DOE Joint Genome Institute (JGI)	2706794923	4163741	3719
2718217854	Bacteria	Finished	Moorea producens PAL 15AUG08-1 Genome sequencing	Moorea producens PAL-8-15-08-1	University of San Diego	2718217854	9708656	7441
2654588123	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Succiniclasticum ruminis DSM 9236	DOE Joint Genome Institute (JGI)	2654588123	2539887	2360
2585428081	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Sporanaerobacter acetigenes DSM 13106	DOE Joint Genome Institute (JGI)	2585428081	2912784	2901
2675903597	Bacteria	Permanent Draft	Hydrogenibacillus schlegelii strain:DSM 2000 Genome sequencing	Hydrogenibacillus schlegelii DSM 2000	Harvard Medical School	2675903597	2572113	2640
2634166349	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Asaccharospora irregularis DSM 2635	DOE Joint Genome Institute (JGI)	2634166349	2622699	2610
2767802297	Bacteria	Finished	Genome sequencing of bacterial type strains from NCTC culture collection	Streptococcus acidominimus NCTC 11291	Wellcome Trust Sanger Institute	2767802297	2330811	2486
2751185799	Bacteria	Finished	Desulfotomaculum ferrireducens GSS09 Genome sequencing	Desulfotomaculum ferrireducens GSS09	Guangdong Institute of Eco-Environmental Science & Technology	2751185799	3240180	3255
2264867074	Bacteria	Permanent Draft	GEBA-MDM	Fervidibacteria bacterium JGI 0000001-B9 (contamination screened) (GBS-A_001_114)	DOE Joint Genome Institute (JGI)	2264867074	811947	859
2540341237	Bacteria	Permanent Draft	"Sequencing Genomes of Environmentally Important Thermophiles in Great Basin hot springs: Thermocrinis ruber, three members of the genus Thermus, and a novel Chloroflexi"	Kallotenue papyrolyticum JKG1	DOE Joint Genome Institute (JGI)	2540341237	4475263	4010
2537561938	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Eggerthia catenaformis OT 569	Broad Institute	2537561938	1935589	1952
2264867242	Bacteria	Permanent Draft	GEBA-MDM	Marinimicrobia bacterium SCGC AAA160-I06 (contamination screened)	DOE Joint Genome Institute (JGI)	2264867242	884929	1007
2767802765	Bacteria	Finished	Hapalosiphon sp. MRB220	Hapalosiphon sp. MRB220 - Xanthomonadaceae spp. co-culture	Singapore Centre on Environmental Life Sciences Engineering (SCELSE)	2767802765	7429720	6406
2636415956	Bacteria	Permanent Draft	Haloalkaliphilic bacterium ACht6-1 genome sequencing	Haloalkaliphilic bacterium ACht6-1	"Russian Academy of Science, Centre Bioengineering"	2636415956	4433639	3807
2687453343	Bacteria	Finished	Human oral bacterial isolates genome sequencing	Gemella sp. W2231	The Forsyth Institute	2687453343	1769679	1683
646311904	Bacteria	Finished	Ammonifex degensii KC4 Proposal # CSP2006-060510	Ammonifex degensii KC4	DOE Joint Genome Institute (JGI)	646311904	2157067	2239
640753047	Bacteria	Finished	"Chloroflexi, 7 species"	"Roseiflexus castenholzii HLO8, DSM 13941"	DOE Joint Genome Institute (JGI)	640753047	5723298	4509
637000318	Bacteria	Finished	Thermoanaerobacter tengcongensis MB4T	Caldanaerobacter subterraneus tengcongensis MB4T	"Beijing Genomics Institute (BGI), Chinese Academy of Science, Institute of Microbiology"	637000318	2689445	2719
2751185664	Bacteria	Finished	Paludisphaera borealis PX4 Genome sequencing	Paludisphaera borealis PX4	Research Center of Biotechnology of RAS	2751185664	7651896	5944
2622736579	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Desemzia incerta DSM 20581	DOE Joint Genome Institute (JGI)	2622736579	2330788	2253
2634166487	Bacteria	Finished	Complete Genome Sequences for Biothreat Assay-Relevant Bacillus Species	Bacillus anthracis 2002013094	Los Alamos National Laboratory	2634166487	5601083	5969
649633077	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Oceanithermus profundus 506, DSM 14977"	DOE Joint Genome Institute (JGI)	649633077	2439291	2445
643348527	Bacteria	Finished	"Chloroflexi, 7 species"	Chloroflexus aggregans DSM 9485	DOE Joint Genome Institute (JGI)	643348527	4684931	3895
2757320830	Bacteria	Finished	Genome sequencing of Ruminococcaceae bacterium CPB6	Ruminococcaceae bacterium CPB6	"Chengdu Institute of Biology, Chinese Academy of Sciences"	2757320830	2069994	2039
2528768179	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Paucisalibacillus globulus DSM 18846	DOE Joint Genome Institute (JGI)	2528768179	4240041	4281
2512047040	Bacteria	Finished	"Acetobacterium woodii WB1, DSM 1030"	"Acetobacterium woodii WB1, DSM 1030"	University of Gottingen	2512047040	4044777	3548
646564527	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Denitrovibrio acetiphilus N2460, DSM 12809"	DOE Joint Genome Institute (JGI)	646564527	3222077	3067
2617270707	Bacteria	Permanent Draft	"Fountain water microbial communities from Alpena County Library, Michigan, USA"	Alpena fountain Bin 5	University of Michigan	2617270707	138304	144
2718217921	Bacteria	Finished	Gloeomargarita lithophora Genome sequencing	Candidatus Gloeomargarita lithophora D10	University of Paris-Sud	2718217921	3049282	3134
2636415832	Bacteria	Finished	Taxonomy and phylogenomics of Bacillus-like bacteria	Lysinibacillus macroides DSM 54	Fujian Academy of Agricultural Sciences	2636415832	4866035	4857
2675903022	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Salibacterium halotolerans S7	DOE Joint Genome Institute (JGI)	2675903022	3614063	3762
2617271274	Bacteria	Permanent Draft	Anaerosalibacter massiliensis genome	Anaerosalibacter massiliensis ND1	European Bioinformatics Institute	2617271274	3189543	3306
2585427972	Bacteria	Permanent Draft	Tumebacillus flagellatus Genome sequencing	Tumebacillus flagellatus GST4	National Engineering Research Center for non-food Biorefinery	2585427972	4874793	4495
651324021	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Centipeda periodontii DSM 2778	Baylor College of Medicine	651324021	2716458	2698
2630968384	Bacteria	Permanent Draft	Taxonomy and phylogenomics of Bacillus-like bacteria	Anaerobacillus macyae DSM 16346	Fujian Academy of Agricultural Sciences	2630968384	4256776	4341
2706794928	Bacteria	Permanent Draft	Biogas fermentation microbial communities from biogas plants in Germany	Erysipelotrichales bacterium JGI 000170CP_H05 (contamination screened)	DOE Joint Genome Institute (JGI)	2706794928	84636	103
2751185565	Bacteria	Finished	"Anaerobic digester sludge microbial communities from Brisbane, Australia"	Victivallales bacterium Lenti_02	The University of Queensland	2751185565	4951698	4153
2509276045	Bacteria	Permanent Draft	GEBA-PCC	Prochlorothrix hollandica PCC 9006	DOE Joint Genome Institute (JGI)	2509276045	5646343	4823
2588253519	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Thermosporothrix hazakensis ATCC BAA-1881	DOE Joint Genome Institute (JGI)	2588253519	7282662	6465
2519899721	Bacteria	Permanent Draft	"Thermobrachium celere JW/YL-NZ35, DSM 8682"	"Thermobrachium celere JW/YL-NZ35, DSM 8682"	Tampere University of Technology	2519899721	2775618	2993
644736384	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Leptotrichia buccalis C-1013-b, DSM 1135"	DOE Joint Genome Institute (JGI)	644736384	2465610	2367
2690315814	Bacteria	Permanent Draft	Kallipyga gabonensis genome	Kallipyga gabonensis GM4	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2690315814	1621211	1530
2751185667	Bacteria	Permanent Draft	Desertifilum sp. IPPAS B-1220 Genome sequencing	Desertifilum sp. IPPAS B-1220	"Institute of Plant Physiology, Russian Academy of Sciences"	2751185667	6086384	5185
2651870112	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Tindallia magadiensis Z-7934	DOE Joint Genome Institute (JGI)	2651870112	3083807	2851
2636415721	Bacteria	Finished	Parvimonas micra strain:KCOM 1535 (=ChDC B708) Genome sequencing	Parvimonas micra KCOM 1535 (=ChDC B708)	Chosun University	2636415721	1627009	1547
2521172702	Bacteria	Finished	Thermacetogenium phaeum DSM 12270	"Thermacetogenium phaeum PB, DSM 12270"	Goettingen Genomics Laboratory	2521172702	2939057	2883
2517093042	Bacteria	Permanent Draft	GEBA-PCC	Mastigocladopsis repens PCC 10914	DOE Joint Genome Institute (JGI)	2517093042	6465655	5921
2510461066	Bacteria	Permanent Draft	"Chloroflexi, 7 species"	Candidatus Chlorothrix halophila	DOE Joint Genome Institute (JGI)	2510461066	7984366	6788
2582581261	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Schwartzia succinivorans DSM 10502	DOE Joint Genome Institute (JGI)	2582581261	2659575	2511
2767802767	Bacteria	Finished	Paraclostridium benzoelyticum JC272	Paraclostridium benzoelyticum JC272	University of Hyderabad	2767802767	3523632	3620
2513237311	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Subdoligranulum sp. 4_3_54A2FAA	Broad Institute	2513237311	4205237	4163
2728368982	Bacteria	Permanent Draft	Catabacter hongkongensis strain:ABBA15k Genome sequencing	Catabacter hongkongensis ABBA15k	Uppsala University	2728368982	2797114	2683
2675903691	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Planctomicrobium piriforme DSM 26348	DOE Joint Genome Institute (JGI)	2675903691	6317004	5121
2634166901	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Pisciglobus halotolerans DSM 27630	DOE Joint Genome Institute (JGI)	2634166901	2437433	2345
2585428193	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Caminicella sporogenes DSM 14501	DOE Joint Genome Institute (JGI)	2585428193	2473921	2441
650377906	Bacteria	Finished	Arthrospira platensis NIES-39	Arthrospira platensis NIES-39	National Institute of Technology and Evaluation	650377906	6788435	6676
2671180506	Bacteria	Permanent Draft	Genome sequencing of the human gut microbiota	Gorillibacterium sp. SN4	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2671180506	5263339	4817
2540341085	Bacteria	Finished	Caldilinea aerophila STL-6-O1	"Caldilinea aerophila STL-6-O1, DSM 14535"	National Institute of Technology and Evaluation	2540341085	5144873	4173
2523533519	Bacteria	Draft	Melainabacteria	Gastranaerophilus phascolarctosicola MH_37 (Zagget bin 221)	U.S. Department of Energy (DOE)	2523533519	1818269	1838
637000201	Bacteria	Finished	Oceanobacillus iheyensis HTE831	Oceanobacillus iheyensis HTE831	Japan Agency for Marine-Earth Science and Technology	637000201	3630528	3664
2675903228	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Thermoflavimicrobium dichotomicum DSM 44778	DOE Joint Genome Institute (JGI)	2675903228	3852792	3734
2667527550	Bacteria	Finished	Intestinimonas butyriciproducens AF211	Intestinimonas butyriciproducens AF211	University of Helsinki	2667527550	3376475	3241
2751185693	Bacteria	Permanent Draft	Peptostreptococcaceae bacterium CCRI-22567 Genome sequencing	Peptostreptococcaceae bacterium CCRI-22567	CHU de Quebec - Universite Laval	2751185693	2384460	2392
2531839184	Bacteria	Permanent Draft	Planctomyces sp PLM2 from Mohns Ridge Arctic Ocean	Planctomycetaceae bacterium KSU-1	Kyushu University	2531839184	4087350	3653
645951817	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Granulicatella adiacens ATCC 49175	Baylor College of Medicine	645951817	1923088	1949
2770939551	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Pseudogracilibacillus auburnensis DSM 28556	DOE Joint Genome Institute (JGI)	2770939551	4779970	4549
2634166494	Bacteria	Permanent Draft	"Single-cell derived draft genomes of the deep-branching uncultivated MTB from Lake Chiemsee, Bavaria"	Candidatus Magnetoovum chiemensis CS-04	Max Planck Institute for Marine Microbiology	2634166494	3816933	4350
2728369650	Bacteria	Permanent Draft	Genome sequencing of Thalassobacillus sp. JCM19033	Thalassobacillus sp. JCM 19033	University of Tokyo	2728369650	4046150	5685
2585428065	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Tepidibacter thalassicus DSM 15285	DOE Joint Genome Institute (JGI)	2585428065	2234370	2322
2574179702	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Propionigenium maris DSM 9537	DOE Joint Genome Institute (JGI)	2574179702	4109009	4052
2562617177	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Abiotrophia defectiva ATCC 49176	Washington University in St. Louis	2562617177	2041839	2009
2558860283	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Mogibacterium timidum ATCC 33093	J. Craig Venter Institute (JCVI)	2558860283	1806210	1705
2565956826	Bacteria	Permanent Draft	Chitinivibrio alkaliphilus ACht1 Genome sequencing	Chitinivibrio alkaliphilus ACht1	"Russian Academy of Science, Centre Bioengineering"	2565956826	2591328	2346
646564559	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Planctopirus limnophila DSM 3776	DOE Joint Genome Institute (JGI)	646564559	5460085	4372
2698537022	Bacteria	Permanent Draft	Development of a pipeline for high-throughput recovery of near-complete and complete microbial genomes from complex metagenomic datasets	Ignavibacteriaceae bacterium JGI CrystG Apr3-1-J4 (contamination screened)	DOE Joint Genome Institute (JGI)	2698537022	202476	191
643886070	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Shuttleworthia satelles DSM 14600	Washington University in St. Louis	643886070	2168977	2321
2509601004	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Singulisphaera acidiphila MOB10, DSM 18658"	DOE Joint Genome Institute (JGI)	2509601004	9755686	7683
2651870320	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Faecalicatena contorta NLAE-zl-C134	DOE Joint Genome Institute (JGI)	2651870320	4710577	4416
2524614863	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Maledivibacter halophilus ATCC 49637	DOE Joint Genome Institute (JGI)	2524614863	5802910	5511
2654588030	Bacteria	Finished	Clostridium carboxidivorans P7 genome sequencing	Clostridium carboxidivorans P7	Shanghai Institutes for Biological Sciences (SIBS) of Chinese Academy of Sciences (CAS)	2654588030	5752782	5316
2524023184	Bacteria	Permanent Draft	Caloramator australicus RC3	Caloramator australicus RC3	Griffith University	2524023184	2638447	2803
2627853837	Bacteria	Permanent Draft	Quasibacillus thermotolerans MTCC 8252 Genome sequencing	Quasibacillus thermotolerans MTCC 8252	Institute of Microbial Technology	2627853837	3967261	4241
2693429901	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Caldicoprobacter faecalis DSM 20678	DOE Joint Genome Institute (JGI)	2693429901	2579145	2493
2639762806	Bacteria	Permanent Draft	"Single-cell derived draft genomes of the deep-branching uncultivated MTB from Lake Chiemsee, Bavaria"	Candidatus Magnetobacterium bavaricum TM-1	Max Planck Institute for Marine Microbiology	2639762806	6308864	7676
2503538028	Bacteria	Finished	GEBA-PCC	Halothece sp. PCC 7418	DOE Joint Genome Institute (JGI)	2503538028	4179170	3920
2585428171	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Hespellia stercorisuis DSM 15480	DOE Joint Genome Institute (JGI)	2585428171	4402942	4183
2537561561	Bacteria	Finished	Pelosinus fermentans JBW45	Pelosinus fermentans JBW45	Oak Ridge National Laboratory	2537561561	5277725	4832
2503283023	Bacteria	Finished	GEBA-PCC	Cyanobacterium stanieri PCC 7202	DOE Joint Genome Institute (JGI)	2503283023	3163381	2941
2627853929	Bacteria	Permanent Draft	Aphanocapsa montana BDHKU210001 Genome sequencing	Aphanocapsa montana BDHKU210001	Indian Institute of Chemical Biology	2627853929	11500044	9221
2524023219	Bacteria	Finished	Amphibacillus xylanus NBRC 15112	Amphibacillus xylanus NBRC 15112	National Institute of Technology and Evaluation	2524023219	2569486	2488
2519899621	Bacteria	Permanent Draft	Nitrolancea hollandica Lb	Nitrolancea hollandica Lb	CEA Genoscope	2519899621	3888104	4034
2599185231	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Caldanaerovirga acetigignens DSM 18802	DOE Joint Genome Institute (JGI)	2599185231	2264710	2368
2681813512	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Kroppenstedtia eburnea DSM 45196	DOE Joint Genome Institute (JGI)	2681813512	3532052	3558
2523533562	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Proteocatella sphenisci DSM 23131	DOE Joint Genome Institute (JGI)	2523533562	2413076	2351
650377925	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Coprococcus catus GD/7	Wellcome Trust Sanger Institute	650377925	3522704	3040
641522627	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Finegoldia magna ATCC 29328	Wakayama Medical University	641522627	1986740	1873
2654587921	Bacteria	Finished	Sporomusa sphaeroides E	Sporomusa sphaeroides E (DSM2875)	Goettingen Genomics Laboratory	2654587921	4971384	4703
642979360	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Holdemanella biformis DSM 3989	Washington University in St. Louis	642979360	2415920	2577
2585428148	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Cetobacterium ceti ATCC 700028	DOE Joint Genome Institute (JGI)	2585428148	2580907	2646
2503982046	Bacteria	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Peptoniphilus asaccharolyticus UW 228, DSM 20463"	DOE Joint Genome Institute (JGI)	2503982046	2232586	2268
2751185789	Bacteria	Finished	Planococcus faecalis AJ003 Genome sequencing	Planococcus faecalis AJ003	Ajou University	2751185789	3495892	3493
2757320359	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification"	Brockia lithotrophica DSM 22653	DOE Joint Genome Institute (JGI)	2757320359	1879126	1796
2718217693	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Salsuginibacillus halophilus CGMCC 1.07653	DOE Joint Genome Institute (JGI)	2718217693	3019496	3025
2770939587	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	Cohnella phaseoli CECT 7287	DOE Joint Genome Institute (JGI)	2770939587	9401845	7700
2675903475	Bacteria	Permanent Draft	Planctomycetaceae bacterium FC18 Genome sequencing	Planctomycetaceae bacterium FC18	University of Porto	2675903475	6524122	5168
2551306536	Bacteria	Permanent Draft	Candidatus Kuenenia stuttgartiensis enrichment culture clone RU1	Candidatus Kuenenia stuttgartiensis RU1	Radboud University Nijmegen	2551306536	3764664	4591
2505679008	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Flexistipes sinusarabici MAS10, DSM 4947"	DOE Joint Genome Institute (JGI)	2505679008	2526590	2399
647533184	Bacteria	Permanent Draft	Coleofasciculus chthonoplastes PCC 7420	Coleofasciculus chthonoplastes PCC 7420	"Institut Pasteur, J. Craig Venter Institute (JCVI)"	647533184	8679041	8359
2687453348	Bacteria	Finished	Turicibacter sp. H121 genome sequencing	Turicibacter sp. H121	Baylor College of Medicine	2687453348	2622031	2579
2606217559	Bacteria	Finished	Prochlorococcus sp. MIT9215	Prochlorococcus marinus MIT9215	DOE Joint Genome Institute (JGI)	2606217559	1738790	1999
2597490276	Bacteria	Permanent Draft	Myxosarcina sp. strain GI1 Genome sequencing	Myxosarcina sp. GI1	"National Cheng Kung University, Yourgene Bioscience, Taiwan"	2597490276	7069859	6524
2706794897	Bacteria	Permanent Draft	Microbial and viral regulation of community carbon cycling across diverse low-oxygen zones	Candidatus Scalindua bacterium JGI ETNP_125m_186_E01 (contamination screened)	DOE Joint Genome Institute (JGI)	2706794897	303618	313
2511231077	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Filifactor alocis ATCC 35896	Broad Institute	2511231077	1931012	1700
2585427596	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Parasporobacterium paucivorans DSM 15970	DOE Joint Genome Institute (JGI)	2585427596	2443757	2445
2524023153	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Halalkalibacillus halophilus DSM 18494	DOE Joint Genome Institute (JGI)	2524023153	2709523	2867
637000307	Bacteria	Finished	Synechococcus elongatus PCC 6301	Synechococcus elongatus PCC 6301	Nagoya University	637000307	2696255	2585
2556921664	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Anaerovibrio lipolyticus LB2005	DOE Joint Genome Institute (JGI)	2556921664	2682728	2539
2600255343	Bacteria	Permanent Draft	"Kryptonia, defining a new bacterial candidate phylum from geothermal springs"	Candidatus Kryptonium thompsoni JGI-10 (unscreened)	DOE Joint Genome Institute (JGI)	2600255343	1566745	1560
2140918011	Bacteria	Permanent Draft	Sequencing the genomes of two abundant thermophiles in Great Basin hot springs: Thermocrinis jamiesonii and novel Chloroflexi Thermoflexus hugenholtzii	Thermoflexus hugenholtzii JAD2 (Draft Genome)	DOE Joint Genome Institute (JGI)	2140918011	3216964	2997
2599185255	Bacteria	Permanent Draft	"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes"	Candidatus Kryptobacter tengchongensis GFM JGI-3	Stanford University	2599185255	2680691	2405
2671180904	Bacteria	Permanent Draft	Genome sequencing of bacterial strains from the gut of a kwashiokor subject	Bacillaceae bacterium mt8	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2671180904	2847590	2934
642555142	Bacteria	Finished	DD_777813	Natranaerobius thermophilus JW/NM-WN-LF	DOE Joint Genome Institute (JGI)	642555142	3191453	2970
649633098	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	"Syntrophobotulus glycolicus FlGlyR, DSM 8271"	DOE Joint Genome Institute (JGI)	649633098	3406739	3439
2585427799	Bacteria	Permanent Draft	Aphanizomenon flos-aquae NIES-81	Aphanizomenon flos-aquae NIES-81	Northern Illinois University	2585427799	5682502	5348
2513237338	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lachnospiraceae bacterium ACC2	Broad Institute	2513237338	2308581	2141
2505679032	Bacteria	Finished	GEBA-PCC	Calothrix sp. PCC 7507	DOE Joint Genome Institute (JGI)	2505679032	7023215	6250
2675903148	Bacteria	Permanent Draft	"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera"	Marininema halotolerans DSM 45789	DOE Joint Genome Institute (JGI)	2675903148	3568596	3514
2634166459	Bacteria	Finished	Genome sequencing of pathogen strains of Streptococcus agalactiae - Guangxi Academy of Fishery Sciences	Streptococcus agalactiae HN016	Chinese Academy of Fishery Sciences	2634166459	2064722	2120
2582581275	Bacteria	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project"	Alkalibacter saccharofermentans DSM 14828	DOE Joint Genome Institute (JGI)	2582581275	2331365	2253
